feedback_id,request_id,resident_id,rating,feedback_text,sentiment_label,dataset_version
FBK-00056,REQ-005041,RES-03887,5,Very satisfied with the response time and communication. Rating given: 5/5. Total downtime felt like 73 hours from resident perspective.,Positive,v1.0.0
FBK-00057,REQ-007008,RES-05998,5,Very satisfied with the response time and communication. Rating given: 5/5. Total downtime felt like 32 hours from resident perspective.,Positive,v1.0.0
FBK-00058,REQ-014596,RES-04991,5,Work quality exceeded expectations; thank you maintenance team. Rating given: 5/5. Total downtime felt like 78 hours from resident perspective.,Positive,v1.0.0
FBK-00059,REQ-015985,RES-00450,5,Very satisfied with the response time and communication. Rating given: 5/5. Total downtime felt like 13 hours from resident perspective.,Positive,v1.0.0
FBK-00060,REQ-019147,RES-02759,4,,Neutral,v1.0.0
FBK-00061,REQ-020213,RES-06304,3,Unacceptable delay and repeated visits without permanent fix. Rating given: 3/5. Total downtime felt like 31 hours from resident perspective.,Negative,v1.0.0
FBK-00062,REQ-010477,RES-01336,4,Average experience — problem solved with follow-up visit. Rating given: 4/5. Total downtime felt like 95 hours from resident perspective.,Neutral,v1.0.0
FBK-00063,REQ-008090,RES-04314,3,Unacceptable delay and repeated visits without permanent fix. Rating given: 3/5. Total downtime felt like 9 hours from resident perspective.,Negative,v1.0.0
FBK-00064,REQ-009828,RES-06471,5,Work quality exceeded expectations; thank you maintenance team. Rating given: 5/5. Total downtime felt like 81 hours from resident perspective. Reference token 15f9c9e7.,Positive,v1.0.0
FBK-00065,REQ-017559,RES-00676,5,Work quality exceeded expectations; thank you maintenance team. Rating given: 5/5. Total downtime felt like 119 hours from resident perspective.,Positive,v1.0.0
FBK-00066,REQ-011266,RES-01014,4,Resolution acceptable; communication could be improved. Rating given: 4/5. Total downtime felt like 7 hours from resident perspective. Request closure confirmation via email.,Neutral,v1.0.0
FBK-00067,REQ-010119,RES-00464,5,Very satisfied with the response time and communication. Rating given: 5/5. Total downtime felt like 70 hours from resident perspective.,Positive,v1.0.0
FBK-00068,REQ-020629,RES-04063,5,Very satisfied with the response time and communication. Rating given: 5/5. Total downtime felt like 6 hours from resident perspective.,Positive,v1.0.0
FBK-00069,REQ-003967,RES-05851,3,Technician left site without verifying complete resolution. Rating given: 3/5. Total downtime felt like 96 hours from resident perspective. Request closure confirmation via email.,Negative,v1.0.0
FBK-00070,REQ-014738,RES-04421,3,Average experience — problem solved with follow-up visit. Rating given: 3/5. Total downtime felt like 20 hours from resident perspective.,Neutral,v1.0.0
FBK-00071,REQ-009938,RES-05118,5,Very satisfied with the response time and communication. Rating given: 5/5. Total downtime felt like 86 hours from resident perspective.,Positive,v1.0.0
FBK-00072,REQ-001146,RES-02063,4,Very satisfied with the response time and communication. Rating given: 4/5. Total downtime felt like 54 hours from resident perspective.,Positive,v1.0.0
FBK-00073,REQ-002947,RES-00501,2,Poor communication; had to escalate to management. Rating given: 2/5. Total downtime felt like 89 hours from resident perspective. Request closure confirmation via email.,Negative,v1.0.0
FBK-00074,REQ-012107,RES-03056,4,Work quality exceeded expectations; thank you maintenance team. Rating given: 4/5. Total downtime felt like 111 hours from resident perspective.,Positive,v1.0.0
FBK-00075,REQ-002914,RES-06134,3,Unacceptable delay and repeated visits without permanent fix. Rating given: 3/5. Total downtime felt like 82 hours from resident perspective.,Negative,v1.0.0
FBK-00076,REQ-016343,RES-04133,4,Very satisfied with the response time and communication. Rating given: 4/5. Total downtime felt like 10 hours from resident perspective.,Positive,v1.0.0
FBK-00077,REQ-019722,RES-06303,4,Very satisfied with the response time and communication. Rating given: 4/5. Total downtime felt like 18 hours from resident perspective.,Positive,v1.0.0
FBK-00078,REQ-020087,RES-05834,4,Average experience — problem solved with follow-up visit. Rating given: 4/5. Total downtime felt like 118 hours from resident perspective.,Neutral,v1.0.0
FBK-00079,REQ-019349,RES-06449,4,Work quality exceeded expectations; thank you maintenance team. Rating given: 4/5. Total downtime felt like 35 hours from resident perspective.,Positive,v1.0.0
FBK-00080,REQ-008424,RES-00701,5,Technician was professional and resolved the issue quickly. Rating given: 5/5. Total downtime felt like 10 hours from resident perspective.,Positive,v1.0.0
FBK-00081,REQ-004069,RES-03130,5,Technician was professional and resolved the issue quickly. Rating given: 5/5. Total downtime felt like 66 hours from resident perspective.,Positive,v1.0.0
FBK-00082,REQ-014453,RES-04396,2,Issue was fixed but took longer than expected. Rating given: 2/5. Total downtime felt like 41 hours from resident perspective.,Neutral,v1.0.0
FBK-00083,REQ-000260,RES-05423,4,Technician was professional and resolved the issue quickly. Rating given: 4/5. Total downtime felt like 19 hours from resident perspective.,Positive,v1.0.0
FBK-00084,REQ-003062,RES-06319,4,Very satisfied with the response time and communication. Rating given: 4/5. Total downtime felt like 2 hours from resident perspective.,Positive,v1.0.0
FBK-00085,REQ-013342,RES-06229,5,Technician was professional and resolved the issue quickly. Rating given: 5/5. Total downtime felt like 12 hours from resident perspective.,Positive,v1.0.0
FBK-00086,REQ-007025,RES-06323,5,Very satisfied with the response time and communication. Rating given: 5/5. Total downtime felt like 68 hours from resident perspective.,Positive,v1.0.0
FBK-00087,REQ-001678,RES-00889,4,Very satisfied with the response time and communication. Rating given: 4/5. Total downtime felt like 36 hours from resident perspective.,Positive,v1.0.0
FBK-00088,REQ-012219,RES-05137,5,Work quality exceeded expectations; thank you maintenance team. Rating given: 5/5. Total downtime felt like 94 hours from resident perspective.,Positive,v1.0.0
FBK-00089,REQ-002193,RES-03139,5,Resolution acceptable; communication could be improved. Rating given: 5/5. Total downtime felt like 60 hours from resident perspective. Request closure confirmation via email.,Neutral,v1.0.0
FBK-00090,REQ-010383,RES-03883,3,Resolution acceptable; communication could be improved. Rating given: 3/5. Total downtime felt like 18 hours from resident perspective. Request closure confirmation via email.,Neutral,v1.0.0
FBK-00091,REQ-004162,RES-02772,5,Work quality exceeded expectations; thank you maintenance team. Rating given: 5/5. Total downtime felt like 40 hours from resident perspective.,Positive,v1.0.0
FBK-00092,REQ-002175,RES-06086,5,Technician was professional and resolved the issue quickly. Rating given: 5/5. Total downtime felt like 72 hours from resident perspective.,Positive,v1.0.0
FBK-00093,REQ-013410,RES-04390,2,Unacceptable delay and repeated visits without permanent fix. Rating given: 2/5. Total downtime felt like 117 hours from resident perspective.,Negative,v1.0.0
FBK-00094,REQ-018984,RES-06181,5,,Positive,v1.0.0
FBK-00095,REQ-004124,RES-05436,4,Technician was professional and resolved the issue quickly. Rating given: 4/5. Total downtime felt like 10 hours from resident perspective.,Positive,v1.0.0
FBK-00096,REQ-008918,RES-02761,5,Very satisfied with the response time and communication. Rating given: 5/5. Total downtime felt like 14 hours from resident perspective.,Positive,v1.0.0
FBK-00097,REQ-002365,RES-01355,5,Very satisfied with the response time and communication. Rating given: 5/5. Total downtime felt like 60 hours from resident perspective.,Positive,v1.0.0
FBK-00098,REQ-015642,RES-06372,3,Poor communication; had to escalate to management. Rating given: 3/5. Total downtime felt like 40 hours from resident perspective. Request closure confirmation via email.,Negative,v1.0.0
FBK-00099,REQ-010359,RES-00857,4,Resolution acceptable; communication could be improved. Rating given: 4/5. Total downtime felt like 40 hours from resident perspective. Request closure confirmation via email.,Neutral,v1.0.0
FBK-00100,REQ-001769,RES-01539,4,Resolution acceptable; communication could be improved. Rating given: 4/5. Total downtime felt like 73 hours from resident perspective. Request closure confirmation via email.,Neutral,v1.0.0
FBK-00101,REQ-020704,RES-01560,4,Average experience — problem solved with follow-up visit. Rating given: 4/5. Total downtime felt like 73 hours from resident perspective.,Neutral,v1.0.0
FBK-00102,REQ-016711,RES-01442,2,Average experience — problem solved with follow-up visit. Rating given: 2/5. Total downtime felt like 17 hours from resident perspective.,Neutral,v1.0.0
FBK-00103,REQ-013512,RES-04605,4,Technician was professional and resolved the issue quickly. Rating given: 4/5. Total downtime felt like 21 hours from resident perspective.,Positive,v1.0.0
FBK-00104,REQ-000709,RES-04184,5,Very satisfied with the response time and communication. Rating given: 5/5. Total downtime felt like 51 hours from resident perspective.,Positive,v1.0.0
FBK-00105,REQ-003376,RES-00170,5,Very satisfied with the response time and communication. Rating given: 5/5. Total downtime felt like 91 hours from resident perspective. Reference token c76320a4.,Positive,v1.0.0
FBK-00106,REQ-003736,RES-04889,3,Resolution acceptable; communication could be improved. Rating given: 3/5. Total downtime felt like 70 hours from resident perspective. Request closure confirmation via email.,Neutral,v1.0.0
FBK-00107,REQ-011824,RES-06342,3,Average experience — problem solved with follow-up visit. Rating given: 3/5. Total downtime felt like 60 hours from resident perspective.,Neutral,v1.0.0
FBK-00108,REQ-015715,RES-05031,3,Work quality exceeded expectations; thank you maintenance team. Rating given: 3/5. Total downtime felt like 97 hours from resident perspective.,Positive,v1.0.0
FBK-00109,REQ-006084,RES-05480,5,Technician was professional and resolved the issue quickly. Rating given: 5/5. Total downtime felt like 66 hours from resident perspective. Reference token db9838f0.,Positive,v1.0.0
FBK-00110,REQ-009537,RES-03451,4,Issue was fixed but took longer than expected. Rating given: 4/5. Total downtime felt like 22 hours from resident perspective.,Neutral,v1.0.0
FBK-00111,REQ-012515,RES-04314,2,Unacceptable delay and repeated visits without permanent fix. Rating given: 2/5. Total downtime felt like 52 hours from resident perspective.,Negative,v1.0.0
FBK-00112,REQ-014726,RES-06389,3,Issue was fixed but took longer than expected. Rating given: 3/5. Total downtime felt like 96 hours from resident perspective.,Neutral,v1.0.0
FBK-00113,REQ-015945,RES-02431,3,Average experience — problem solved with follow-up visit. Rating given: 3/5. Total downtime felt like 53 hours from resident perspective.,Neutral,v1.0.0
FBK-00114,REQ-011958,RES-04711,2,Unacceptable delay and repeated visits without permanent fix. Rating given: 2/5. Total downtime felt like 51 hours from resident perspective.,Negative,v1.0.0
FBK-00115,REQ-014343,RES-04586,1,Poor communication; had to escalate to management. Rating given: 1/5. Total downtime felt like 43 hours from resident perspective. Request closure confirmation via email.,Negative,v1.0.0
FBK-00116,REQ-006795,RES-04356,2,Resolution acceptable; communication could be improved. Rating given: 2/5. Total downtime felt like 7 hours from resident perspective. Request closure confirmation via email.,Neutral,v1.0.0
FBK-00117,REQ-014960,RES-03187,5,Work quality exceeded expectations; thank you maintenance team. Rating given: 5/5. Total downtime felt like 111 hours from resident perspective.,Positive,v1.0.0
FBK-00118,REQ-013388,RES-06300,5,Work quality exceeded expectations; thank you maintenance team. Rating given: 5/5. Total downtime felt like 60 hours from resident perspective.,Positive,v1.0.0
FBK-00119,REQ-018272,RES-01493,3,Work quality exceeded expectations; thank you maintenance team. Rating given: 3/5. Total downtime felt like 57 hours from resident perspective.,Positive,v1.0.0
FBK-00120,REQ-011560,RES-00700,3,Issue was fixed but took longer than expected. Rating given: 3/5. Total downtime felt like 63 hours from resident perspective.,Neutral,v1.0.0
FBK-00121,REQ-014122,RES-01389,4,Technician was professional and resolved the issue quickly. Rating given: 4/5. Total downtime felt like 13 hours from resident perspective.,Positive,v1.0.0
FBK-00122,REQ-008644,RES-03341,3,Average experience — problem solved with follow-up visit. Rating given: 3/5. Total downtime felt like 17 hours from resident perspective.,Neutral,v1.0.0
FBK-00123,REQ-013533,RES-04268,3,Work quality exceeded expectations; thank you maintenance team. Rating given: 3/5. Total downtime felt like 70 hours from resident perspective.,Positive,v1.0.0
FBK-00124,REQ-014422,RES-06401,2,Very satisfied with the response time and communication. Rating given: 2/5. Total downtime felt like 31 hours from resident perspective.,Positive,v1.0.0
FBK-00125,REQ-016072,RES-04398,4,Resolution acceptable; communication could be improved. Rating given: 4/5. Total downtime felt like 115 hours from resident perspective. Request closure confirmation via email.,Neutral,v1.0.0
FBK-00126,REQ-006124,RES-04788,4,Issue was fixed but took longer than expected. Rating given: 4/5. Total downtime felt like 111 hours from resident perspective.,Neutral,v1.0.0
FBK-00127,REQ-002754,RES-02692,2,Resolution acceptable; communication could be improved. Rating given: 2/5. Total downtime felt like 45 hours from resident perspective. Request closure confirmation via email.,Neutral,v1.0.0
FBK-00128,REQ-008913,RES-02463,5,Technician was professional and resolved the issue quickly. Rating given: 5/5. Total downtime felt like 37 hours from resident perspective.,Positive,v1.0.0
FBK-00129,REQ-001571,RES-05335,4,Very satisfied with the response time and communication. Rating given: 4/5. Total downtime felt like 85 hours from resident perspective.,Positive,v1.0.0
FBK-00130,REQ-002587,RES-05076,4,Poor communication; had to escalate to management. Rating given: 4/5. Total downtime felt like 8 hours from resident perspective. Request closure confirmation via email.,Negative,v1.0.0
FBK-00131,REQ-020775,RES-05262,4,Technician was professional and resolved the issue quickly. Rating given: 4/5. Total downtime felt like 72 hours from resident perspective.,Positive,v1.0.0
FBK-00132,REQ-001186,RES-02836,5,Very satisfied with the response time and communication. Rating given: 5/5. Total downtime felt like 4 hours from resident perspective.,Positive,v1.0.0
FBK-00133,REQ-009131,RES-05620,4,Average experience — problem solved with follow-up visit. Rating given: 4/5. Total downtime felt like 61 hours from resident perspective.,Neutral,v1.0.0
FBK-00134,REQ-019193,RES-06435,5,Resolution acceptable; communication could be improved. Rating given: 5/5. Total downtime felt like 116 hours from resident perspective. Request closure confirmation via email.,Neutral,v1.0.0
FBK-00135,REQ-015910,RES-05700,5,Technician was professional and resolved the issue quickly. Rating given: 5/5. Total downtime felt like 112 hours from resident perspective.,Positive,v1.0.0
FBK-00136,REQ-012492,RES-03511,5,Very satisfied with the response time and communication. Rating given: 5/5. Total downtime felt like 110 hours from resident perspective.,Positive,v1.0.0
FBK-00137,REQ-012364,RES-03431,3,Issue was fixed but took longer than expected. Rating given: 3/5. Total downtime felt like 83 hours from resident perspective.,Neutral,v1.0.0
FBK-00138,REQ-016130,RES-00192,3,Issue was fixed but took longer than expected. Rating given: 3/5. Total downtime felt like 61 hours from resident perspective.,Neutral,v1.0.0
FBK-00139,REQ-011182,RES-01759,2,Issue was fixed but took longer than expected. Rating given: 2/5. Total downtime felt like 28 hours from resident perspective.,Neutral,v1.0.0
FBK-00140,REQ-012625,RES-05757,3,Average experience — problem solved with follow-up visit. Rating given: 3/5. Total downtime felt like 46 hours from resident perspective.,Neutral,v1.0.0
FBK-00141,REQ-014902,RES-01752,5,Work quality exceeded expectations; thank you maintenance team. Rating given: 5/5. Total downtime felt like 117 hours from resident perspective.,Positive,v1.0.0
FBK-00142,REQ-000902,RES-00747,5,Issue was fixed but took longer than expected. Rating given: 5/5. Total downtime felt like 16 hours from resident perspective.,Neutral,v1.0.0
FBK-00143,REQ-019389,RES-06378,2,Very satisfied with the response time and communication. Rating given: 2/5. Total downtime felt like 25 hours from resident perspective.,Positive,v1.0.0
FBK-00144,REQ-015922,RES-01532,5,Very satisfied with the response time and communication. Rating given: 5/5. Total downtime felt like 80 hours from resident perspective.,Positive,v1.0.0
FBK-00145,REQ-001882,RES-04784,4,Very satisfied with the response time and communication. Rating given: 4/5. Total downtime felt like 115 hours from resident perspective.,Positive,v1.0.0
FBK-00146,REQ-006733,RES-03759,4,Issue was fixed but took longer than expected. Rating given: 4/5. Total downtime felt like 99 hours from resident perspective.,Neutral,v1.0.0
FBK-00147,REQ-017552,RES-03265,5,Work quality exceeded expectations; thank you maintenance team. Rating given: 5/5. Total downtime felt like 30 hours from resident perspective.,Positive,v1.0.0
FBK-00148,REQ-018251,RES-02070,3,Very satisfied with the response time and communication. Rating given: 3/5. Total downtime felt like 23 hours from resident perspective.,Positive,v1.0.0
FBK-00149,REQ-013083,RES-06403,4,Issue was fixed but took longer than expected. Rating given: 4/5. Total downtime felt like 64 hours from resident perspective.,Neutral,v1.0.0
FBK-00150,REQ-006457,RES-04060,3,Issue was fixed but took longer than expected. Rating given: 3/5. Total downtime felt like 5 hours from resident perspective.,Neutral,v1.0.0
FBK-00151,REQ-000175,RES-01366,4,Issue was fixed but took longer than expected. Rating given: 4/5. Total downtime felt like 45 hours from resident perspective.,Neutral,v1.0.0
FBK-00152,REQ-015169,RES-01949,4,Technician was professional and resolved the issue quickly. Rating given: 4/5. Total downtime felt like 59 hours from resident perspective.,Positive,v1.0.0
FBK-00153,REQ-004553,RES-00671,4,,Positive,v1.0.0
FBK-00154,REQ-020931,RES-02630,4,Issue was fixed but took longer than expected. Rating given: 4/5. Total downtime felt like 100 hours from resident perspective.,Neutral,v1.0.0
FBK-00155,REQ-008912,RES-06401,5,Work quality exceeded expectations; thank you maintenance team. Rating given: 5/5. Total downtime felt like 12 hours from resident perspective.,Positive,v1.0.0
FBK-00156,REQ-003567,RES-06067,4,Resolution acceptable; communication could be improved. Rating given: 4/5. Total downtime felt like 29 hours from resident perspective. Request closure confirmation via email.,Neutral,v1.0.0
FBK-00157,REQ-003208,RES-02783,5,Very satisfied with the response time and communication. Rating given: 5/5. Total downtime felt like 31 hours from resident perspective.,Positive,v1.0.0
FBK-00158,REQ-009783,RES-06012,4,Issue was fixed but took longer than expected. Rating given: 4/5. Total downtime felt like 94 hours from resident perspective.,Neutral,v1.0.0
FBK-00159,REQ-020742,RES-01049,3,Poor communication; had to escalate to management. Rating given: 3/5. Total downtime felt like 86 hours from resident perspective. Request closure confirmation via email.,Negative,v1.0.0
FBK-00160,REQ-017008,RES-06487,4,Unacceptable delay and repeated visits without permanent fix. Rating given: 4/5. Total downtime felt like 13 hours from resident perspective.,Negative,v1.0.0
FBK-00161,REQ-013291,RES-00481,5,Work quality exceeded expectations; thank you maintenance team. Rating given: 5/5. Total downtime felt like 71 hours from resident perspective.,Positive,v1.0.0
FBK-00162,REQ-013610,RES-06363,1,Technician left site without verifying complete resolution. Rating given: 1/5. Total downtime felt like 2 hours from resident perspective. Request closure confirmation via email.,Negative,v1.0.0
FBK-00163,REQ-005975,RES-01598,1,Unacceptable delay and repeated visits without permanent fix. Rating given: 1/5. Total downtime felt like 102 hours from resident perspective.,Negative,v1.0.0
FBK-00164,REQ-000173,RES-05803,4,Unacceptable delay and repeated visits without permanent fix. Rating given: 4/5. Total downtime felt like 90 hours from resident perspective.,Negative,v1.0.0
FBK-00165,REQ-018116,RES-04289,5,Very satisfied with the response time and communication. Rating given: 5/5. Total downtime felt like 96 hours from resident perspective.,Positive,v1.0.0
FBK-00166,REQ-015611,RES-01928,5,Very satisfied with the response time and communication. Rating given: 5/5. Total downtime felt like 105 hours from resident perspective.,Positive,v1.0.0
FBK-00167,REQ-015403,RES-05259,5,Technician was professional and resolved the issue quickly. Rating given: 5/5. Total downtime felt like 120 hours from resident perspective.,Positive,v1.0.0
FBK-00168,REQ-013596,RES-00155,4,Resolution acceptable; communication could be improved. Rating given: 4/5. Total downtime felt like 45 hours from resident perspective. Request closure confirmation via email.,Neutral,v1.0.0
FBK-00169,REQ-010068,RES-02189,2,Unacceptable delay and repeated visits without permanent fix. Rating given: 2/5. Total downtime felt like 97 hours from resident perspective.,Negative,v1.0.0
FBK-00170,REQ-017377,RES-00272,4,Poor communication; had to escalate to management. Rating given: 4/5. Total downtime felt like 102 hours from resident perspective. Request closure confirmation via email.,Negative,v1.0.0
