feedback_id,request_id,resident_id,rating,feedback_text,sentiment_label,dataset_version
fbk-00059,req-015985,res-00450,5,very satisfied with the response time and communication. rating given: 5/5. total downtime felt like 13 hours from resident perspective.,positive,v1.0.0
fbk-00060,req-019147,res-02759,4,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 69 hours from resident perspective. reference token 41b3885a.,neutral,v1.0.0
fbk-00061,req-020213,res-06304,3,unacceptable delay and repeated visits without permanent fix. rating given: 3/5. total downtime felt like 31 hours from resident perspective.,negative,v1.0.0
fbk-00062,req-010477,res-01336,4,average experience — problem solved with follow-up visit. rating given: 4/5. total downtime felt like 95 hours from resident perspective.,neutral,v1.0.0
fbk-00063,req-008090,res-04314,3,unacceptable delay and repeated visits without permanent fix. rating given: 3/5. total downtime felt like 9 hours from resident perspective.,negative,v1.0.0
fbk-00064,req-009828,res-06471,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 81 hours from resident perspective. reference token 15f9c9e7.,positive,v1.0.0
fbk-00065,req-017559,res-00676,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 119 hours from resident perspective.,positive,v1.0.0
fbk-00066,req-011266,res-01014,4,resolution acceptable; communication could be improved. rating given: 4/5. total downtime felt like 7 hours from resident perspective. request closure confirmation via email.,neutral,v1.0.0
fbk-00067,req-010119,res-00464,5,very satisfied with the response time and communication. rating given: 5/5. total downtime felt like 70 hours from resident perspective.,positive,v1.0.0
fbk-00068,req-020629,res-04063,5,very satisfied with the response time and communication. rating given: 5/5. total downtime felt like 6 hours from resident perspective.,positive,v1.0.0
fbk-00069,req-003967,res-05851,3,technician left site without verifying complete resolution. rating given: 3/5. total downtime felt like 96 hours from resident perspective. request closure confirmation via email.,negative,v1.0.0
fbk-00070,req-014738,res-04421,3,average experience — problem solved with follow-up visit. rating given: 3/5. total downtime felt like 20 hours from resident perspective.,neutral,v1.0.0
fbk-00071,req-009938,res-05118,5,very satisfied with the response time and communication. rating given: 5/5. total downtime felt like 86 hours from resident perspective.,positive,v1.0.0
fbk-00072,req-001146,res-02063,4,very satisfied with the response time and communication. rating given: 4/5. total downtime felt like 54 hours from resident perspective.,positive,v1.0.0
fbk-00073,req-002947,res-00501,2,poor communication; had to escalate to management. rating given: 2/5. total downtime felt like 89 hours from resident perspective. request closure confirmation via email.,negative,v1.0.0
fbk-00074,req-012107,res-03056,4,work quality exceeded expectations; thank you maintenance team. rating given: 4/5. total downtime felt like 111 hours from resident perspective.,positive,v1.0.0
fbk-00075,req-002914,res-06134,3,unacceptable delay and repeated visits without permanent fix. rating given: 3/5. total downtime felt like 82 hours from resident perspective.,negative,v1.0.0
fbk-00076,req-016343,res-04133,4,very satisfied with the response time and communication. rating given: 4/5. total downtime felt like 10 hours from resident perspective.,positive,v1.0.0
fbk-00077,req-019722,res-06303,4,very satisfied with the response time and communication. rating given: 4/5. total downtime felt like 18 hours from resident perspective.,positive,v1.0.0
fbk-00078,req-020087,res-05834,4,average experience — problem solved with follow-up visit. rating given: 4/5. total downtime felt like 118 hours from resident perspective.,neutral,v1.0.0
fbk-00079,req-019349,res-06449,4,work quality exceeded expectations; thank you maintenance team. rating given: 4/5. total downtime felt like 35 hours from resident perspective.,positive,v1.0.0
fbk-00080,req-008424,res-00701,5,technician was professional and resolved the issue quickly. rating given: 5/5. total downtime felt like 10 hours from resident perspective.,positive,v1.0.0
fbk-00081,req-004069,res-03130,5,technician was professional and resolved the issue quickly. rating given: 5/5. total downtime felt like 66 hours from resident perspective.,positive,v1.0.0
fbk-00082,req-014453,res-04396,2,issue was fixed but took longer than expected. rating given: 2/5. total downtime felt like 41 hours from resident perspective.,neutral,v1.0.0
fbk-00083,req-000260,res-05423,4,technician was professional and resolved the issue quickly. rating given: 4/5. total downtime felt like 19 hours from resident perspective.,positive,v1.0.0
fbk-00084,req-003062,res-06319,4,very satisfied with the response time and communication. rating given: 4/5. total downtime felt like 2 hours from resident perspective.,positive,v1.0.0
fbk-00085,req-013342,res-06229,5,technician was professional and resolved the issue quickly. rating given: 5/5. total downtime felt like 12 hours from resident perspective.,positive,v1.0.0
fbk-00086,req-007025,res-06323,5,very satisfied with the response time and communication. rating given: 5/5. total downtime felt like 68 hours from resident perspective.,positive,v1.0.0
fbk-00087,req-001678,res-00889,4,very satisfied with the response time and communication. rating given: 4/5. total downtime felt like 36 hours from resident perspective.,positive,v1.0.0
fbk-00088,req-012219,res-05137,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 94 hours from resident perspective.,positive,v1.0.0
fbk-00089,req-002193,res-03139,5,resolution acceptable; communication could be improved. rating given: 5/5. total downtime felt like 60 hours from resident perspective. request closure confirmation via email.,neutral,v1.0.0
fbk-00090,req-010383,res-03883,3,resolution acceptable; communication could be improved. rating given: 3/5. total downtime felt like 18 hours from resident perspective. request closure confirmation via email.,neutral,v1.0.0
fbk-00091,req-004162,res-02772,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 40 hours from resident perspective.,positive,v1.0.0
fbk-00092,req-002175,res-06086,5,technician was professional and resolved the issue quickly. rating given: 5/5. total downtime felt like 72 hours from resident perspective.,positive,v1.0.0
fbk-00093,req-013410,res-04390,2,unacceptable delay and repeated visits without permanent fix. rating given: 2/5. total downtime felt like 117 hours from resident perspective.,negative,v1.0.0
fbk-00094,req-018984,res-06181,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 69 hours from resident perspective. reference token 41b3885a.,positive,v1.0.0
fbk-00095,req-004124,res-05436,4,technician was professional and resolved the issue quickly. rating given: 4/5. total downtime felt like 10 hours from resident perspective.,positive,v1.0.0
fbk-00096,req-008918,res-02761,5,very satisfied with the response time and communication. rating given: 5/5. total downtime felt like 14 hours from resident perspective.,positive,v1.0.0
fbk-00097,req-002365,res-01355,5,very satisfied with the response time and communication. rating given: 5/5. total downtime felt like 60 hours from resident perspective.,positive,v1.0.0
fbk-00098,req-015642,res-06372,3,poor communication; had to escalate to management. rating given: 3/5. total downtime felt like 40 hours from resident perspective. request closure confirmation via email.,negative,v1.0.0
fbk-00099,req-010359,res-00857,4,resolution acceptable; communication could be improved. rating given: 4/5. total downtime felt like 40 hours from resident perspective. request closure confirmation via email.,neutral,v1.0.0
fbk-00100,req-001769,res-01539,4,resolution acceptable; communication could be improved. rating given: 4/5. total downtime felt like 73 hours from resident perspective. request closure confirmation via email.,neutral,v1.0.0
fbk-00101,req-020704,res-01560,4,average experience — problem solved with follow-up visit. rating given: 4/5. total downtime felt like 73 hours from resident perspective.,neutral,v1.0.0
fbk-00102,req-016711,res-01442,2,average experience — problem solved with follow-up visit. rating given: 2/5. total downtime felt like 17 hours from resident perspective.,neutral,v1.0.0
fbk-00103,req-013512,res-04605,4,technician was professional and resolved the issue quickly. rating given: 4/5. total downtime felt like 21 hours from resident perspective.,positive,v1.0.0
fbk-00104,req-000709,res-04184,5,very satisfied with the response time and communication. rating given: 5/5. total downtime felt like 51 hours from resident perspective.,positive,v1.0.0
fbk-00105,req-003376,res-00170,5,very satisfied with the response time and communication. rating given: 5/5. total downtime felt like 91 hours from resident perspective. reference token c76320a4.,positive,v1.0.0
fbk-00106,req-003736,res-04889,3,resolution acceptable; communication could be improved. rating given: 3/5. total downtime felt like 70 hours from resident perspective. request closure confirmation via email.,neutral,v1.0.0
fbk-00107,req-011824,res-06342,3,average experience — problem solved with follow-up visit. rating given: 3/5. total downtime felt like 60 hours from resident perspective.,neutral,v1.0.0
fbk-00108,req-015715,res-05031,3,work quality exceeded expectations; thank you maintenance team. rating given: 3/5. total downtime felt like 97 hours from resident perspective.,positive,v1.0.0
fbk-00109,req-006084,res-05480,5,technician was professional and resolved the issue quickly. rating given: 5/5. total downtime felt like 66 hours from resident perspective. reference token db9838f0.,positive,v1.0.0
fbk-00110,req-009537,res-03451,4,issue was fixed but took longer than expected. rating given: 4/5. total downtime felt like 22 hours from resident perspective.,neutral,v1.0.0
fbk-00111,req-012515,res-04314,2,unacceptable delay and repeated visits without permanent fix. rating given: 2/5. total downtime felt like 52 hours from resident perspective.,negative,v1.0.0
fbk-00112,req-014726,res-06389,3,issue was fixed but took longer than expected. rating given: 3/5. total downtime felt like 96 hours from resident perspective.,neutral,v1.0.0
fbk-00113,req-015945,res-02431,3,average experience — problem solved with follow-up visit. rating given: 3/5. total downtime felt like 53 hours from resident perspective.,neutral,v1.0.0
fbk-00114,req-011958,res-04711,2,unacceptable delay and repeated visits without permanent fix. rating given: 2/5. total downtime felt like 51 hours from resident perspective.,negative,v1.0.0
fbk-00115,req-014343,res-04586,1,poor communication; had to escalate to management. rating given: 1/5. total downtime felt like 43 hours from resident perspective. request closure confirmation via email.,negative,v1.0.0
fbk-00116,req-006795,res-04356,2,resolution acceptable; communication could be improved. rating given: 2/5. total downtime felt like 7 hours from resident perspective. request closure confirmation via email.,neutral,v1.0.0
fbk-00117,req-014960,res-03187,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 111 hours from resident perspective.,positive,v1.0.0
fbk-00118,req-013388,res-06300,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 60 hours from resident perspective.,positive,v1.0.0
fbk-00119,req-018272,res-01493,3,work quality exceeded expectations; thank you maintenance team. rating given: 3/5. total downtime felt like 57 hours from resident perspective.,positive,v1.0.0
fbk-00120,req-011560,res-00700,3,issue was fixed but took longer than expected. rating given: 3/5. total downtime felt like 63 hours from resident perspective.,neutral,v1.0.0
fbk-00121,req-014122,res-01389,4,technician was professional and resolved the issue quickly. rating given: 4/5. total downtime felt like 13 hours from resident perspective.,positive,v1.0.0
fbk-00122,req-008644,res-03341,3,average experience — problem solved with follow-up visit. rating given: 3/5. total downtime felt like 17 hours from resident perspective.,neutral,v1.0.0
fbk-00123,req-013533,res-04268,3,work quality exceeded expectations; thank you maintenance team. rating given: 3/5. total downtime felt like 70 hours from resident perspective.,positive,v1.0.0
fbk-00124,req-014422,res-06401,2,very satisfied with the response time and communication. rating given: 2/5. total downtime felt like 31 hours from resident perspective.,positive,v1.0.0
fbk-00125,req-016072,res-04398,4,resolution acceptable; communication could be improved. rating given: 4/5. total downtime felt like 115 hours from resident perspective. request closure confirmation via email.,neutral,v1.0.0
fbk-00126,req-006124,res-04788,4,issue was fixed but took longer than expected. rating given: 4/5. total downtime felt like 111 hours from resident perspective.,neutral,v1.0.0
fbk-00127,req-002754,res-02692,2,resolution acceptable; communication could be improved. rating given: 2/5. total downtime felt like 45 hours from resident perspective. request closure confirmation via email.,neutral,v1.0.0
fbk-00128,req-008913,res-02463,5,technician was professional and resolved the issue quickly. rating given: 5/5. total downtime felt like 37 hours from resident perspective.,positive,v1.0.0
fbk-00129,req-001571,res-05335,4,very satisfied with the response time and communication. rating given: 4/5. total downtime felt like 85 hours from resident perspective.,positive,v1.0.0
fbk-00130,req-002587,res-05076,4,poor communication; had to escalate to management. rating given: 4/5. total downtime felt like 8 hours from resident perspective. request closure confirmation via email.,negative,v1.0.0
fbk-00131,req-020775,res-05262,4,technician was professional and resolved the issue quickly. rating given: 4/5. total downtime felt like 72 hours from resident perspective.,positive,v1.0.0
fbk-00132,req-001186,res-02836,5,very satisfied with the response time and communication. rating given: 5/5. total downtime felt like 4 hours from resident perspective.,positive,v1.0.0
fbk-00133,req-009131,res-05620,4,average experience — problem solved with follow-up visit. rating given: 4/5. total downtime felt like 61 hours from resident perspective.,neutral,v1.0.0
fbk-00134,req-019193,res-06435,5,resolution acceptable; communication could be improved. rating given: 5/5. total downtime felt like 116 hours from resident perspective. request closure confirmation via email.,neutral,v1.0.0
fbk-00135,req-015910,res-05700,5,technician was professional and resolved the issue quickly. rating given: 5/5. total downtime felt like 112 hours from resident perspective.,positive,v1.0.0
fbk-00136,req-012492,res-03511,5,very satisfied with the response time and communication. rating given: 5/5. total downtime felt like 110 hours from resident perspective.,positive,v1.0.0
fbk-00137,req-012364,res-03431,3,issue was fixed but took longer than expected. rating given: 3/5. total downtime felt like 83 hours from resident perspective.,neutral,v1.0.0
fbk-00138,req-016130,res-00192,3,issue was fixed but took longer than expected. rating given: 3/5. total downtime felt like 61 hours from resident perspective.,neutral,v1.0.0
fbk-00139,req-011182,res-01759,2,issue was fixed but took longer than expected. rating given: 2/5. total downtime felt like 28 hours from resident perspective.,neutral,v1.0.0
fbk-00140,req-012625,res-05757,3,average experience — problem solved with follow-up visit. rating given: 3/5. total downtime felt like 46 hours from resident perspective.,neutral,v1.0.0
fbk-00141,req-014902,res-01752,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 117 hours from resident perspective.,positive,v1.0.0
fbk-00142,req-000902,res-00747,5,issue was fixed but took longer than expected. rating given: 5/5. total downtime felt like 16 hours from resident perspective.,neutral,v1.0.0
fbk-00143,req-019389,res-06378,2,very satisfied with the response time and communication. rating given: 2/5. total downtime felt like 25 hours from resident perspective.,positive,v1.0.0
fbk-00144,req-015922,res-01532,5,very satisfied with the response time and communication. rating given: 5/5. total downtime felt like 80 hours from resident perspective.,positive,v1.0.0
fbk-00145,req-001882,res-04784,4,very satisfied with the response time and communication. rating given: 4/5. total downtime felt like 115 hours from resident perspective.,positive,v1.0.0
fbk-00146,req-006733,res-03759,4,issue was fixed but took longer than expected. rating given: 4/5. total downtime felt like 99 hours from resident perspective.,neutral,v1.0.0
fbk-00147,req-017552,res-03265,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 30 hours from resident perspective.,positive,v1.0.0
fbk-00148,req-018251,res-02070,3,very satisfied with the response time and communication. rating given: 3/5. total downtime felt like 23 hours from resident perspective.,positive,v1.0.0
fbk-00149,req-013083,res-06403,4,issue was fixed but took longer than expected. rating given: 4/5. total downtime felt like 64 hours from resident perspective.,neutral,v1.0.0
fbk-00150,req-006457,res-04060,3,issue was fixed but took longer than expected. rating given: 3/5. total downtime felt like 5 hours from resident perspective.,neutral,v1.0.0
fbk-00151,req-000175,res-01366,4,issue was fixed but took longer than expected. rating given: 4/5. total downtime felt like 45 hours from resident perspective.,neutral,v1.0.0
fbk-00152,req-015169,res-01949,4,technician was professional and resolved the issue quickly. rating given: 4/5. total downtime felt like 59 hours from resident perspective.,positive,v1.0.0
fbk-00153,req-004553,res-00671,4,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 69 hours from resident perspective. reference token 41b3885a.,positive,v1.0.0
fbk-00154,req-020931,res-02630,4,issue was fixed but took longer than expected. rating given: 4/5. total downtime felt like 100 hours from resident perspective.,neutral,v1.0.0
fbk-00155,req-008912,res-06401,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 12 hours from resident perspective.,positive,v1.0.0
fbk-00156,req-003567,res-06067,4,resolution acceptable; communication could be improved. rating given: 4/5. total downtime felt like 29 hours from resident perspective. request closure confirmation via email.,neutral,v1.0.0
fbk-00157,req-003208,res-02783,5,very satisfied with the response time and communication. rating given: 5/5. total downtime felt like 31 hours from resident perspective.,positive,v1.0.0
fbk-00158,req-009783,res-06012,4,issue was fixed but took longer than expected. rating given: 4/5. total downtime felt like 94 hours from resident perspective.,neutral,v1.0.0
fbk-00159,req-020742,res-01049,3,poor communication; had to escalate to management. rating given: 3/5. total downtime felt like 86 hours from resident perspective. request closure confirmation via email.,negative,v1.0.0
fbk-00160,req-017008,res-06487,4,unacceptable delay and repeated visits without permanent fix. rating given: 4/5. total downtime felt like 13 hours from resident perspective.,negative,v1.0.0
fbk-00161,req-013291,res-00481,5,work quality exceeded expectations; thank you maintenance team. rating given: 5/5. total downtime felt like 71 hours from resident perspective.,positive,v1.0.0
fbk-00162,req-013610,res-06363,1,technician left site without verifying complete resolution. rating given: 1/5. total downtime felt like 2 hours from resident perspective. request closure confirmation via email.,negative,v1.0.0
fbk-00163,req-005975,res-01598,1,unacceptable delay and repeated visits without permanent fix. rating given: 1/5. total downtime felt like 102 hours from resident perspective.,negative,v1.0.0
fbk-00164,req-000173,res-05803,4,unacceptable delay and repeated visits without permanent fix. rating given: 4/5. total downtime felt like 90 hours from resident perspective.,negative,v1.0.0
fbk-00165,req-018116,res-04289,5,very satisfied with the response time and communication. rating given: 5/5. total downtime felt like 96 hours from resident perspective.,positive,v1.0.0
fbk-00166,req-015611,res-01928,5,very satisfied with the response time and communication. rating given: 5/5. total downtime felt like 105 hours from resident perspective.,positive,v1.0.0
fbk-00167,req-015403,res-05259,5,technician was professional and resolved the issue quickly. rating given: 5/5. total downtime felt like 120 hours from resident perspective.,positive,v1.0.0
fbk-00168,req-013596,res-00155,4,resolution acceptable; communication could be improved. rating given: 4/5. total downtime felt like 45 hours from resident perspective. request closure confirmation via email.,neutral,v1.0.0
fbk-00169,req-010068,res-02189,2,unacceptable delay and repeated visits without permanent fix. rating given: 2/5. total downtime felt like 97 hours from resident perspective.,negative,v1.0.0
fbk-00170,req-017377,res-00272,4,poor communication; had to escalate to management. rating given: 4/5. total downtime felt like 102 hours from resident perspective. request closure confirmation via email.,negative,v1.0.0
fbk-00171,req-006496,res-04642,3,very satisfied with the response time and communication. rating given: 3/5. total downtime felt like 103 hours from resident perspective.,positive,v1.0.0
fbk-00172,req-019867,res-04229,5,technician was professional and resolved the issue quickly. rating given: 5/5. total downtime felt like 30 hours from resident perspective.,positive,v1.0.0
fbk-00173,req-018194,res-03175,4,technician was professional and resolved the issue quickly. rating given: 4/5. total downtime felt like 47 hours from resident perspective.,positive,v1.0.0
fbk-00174,req-008382,res-01258,2,technician left site without verifying complete resolution. rating given: 2/5. total downtime felt like 22 hours from resident perspective. request closure confirmation via email.,negative,v1.0.0
fbk-00175,req-009842,res-05277,5,very satisfied with the response time and communication. rating given: 5/5. total downtime felt like 108 hours from resident perspective.,positive,v1.0.0
fbk-00176,req-015540,res-01998,5,resolution acceptable; communication could be improved. rating given: 5/5. total downtime felt like 78 hours from resident perspective. request closure confirmation via email.,neutral,v1.0.0
fbk-00177,req-002244,res-06486,2,unacceptable delay and repeated visits without permanent fix. rating given: 2/5. total downtime felt like 38 hours from resident perspective.,negative,v1.0.0
fbk-00178,req-012930,res-06477,5,very satisfied with the response time and communication. rating given: 5/5. total downtime felt like 25 hours from resident perspective.,positive,v1.0.0
fbk-00179,req-014837,res-00527,4,average experience — problem solved with follow-up visit. rating given: 4/5. total downtime felt like 51 hours from resident perspective.,neutral,v1.0.0
fbk-00180,req-003142,res-06435,3,technician was professional and resolved the issue quickly. rating given: 3/5. total downtime felt like 52 hours from resident perspective.,positive,v1.0.0
fbk-00181,req-011455,res-02734,4,average experience — problem solved with follow-up visit. rating given: 4/5. total downtime felt like 81 hours from resident perspective.,neutral,v1.0.0
fbk-00182,req-003018,res-00910,4,unacceptable delay and repeated visits without permanent fix. rating given: 4/5. total downtime felt like 69 hours from resident perspective.,negative,v1.0.0
